2019-08-28 09:55:34,751 ib_insync.client WARNING Started to throttle requests
2019-08-28 09:55:36,772 ib_insync.client WARNING Stopped to throttle requests
2019-08-28 09:57:52,220 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.jfarm
2019-08-28 09:57:52,220 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.jfarm
2019-08-28 09:57:52,226 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.cashfarm
2019-08-28 09:57:52,226 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.cashfarm
2019-08-28 09:58:33,739 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Stock(conId=37018770, symbol='T', right='0', primaryExchange='NYSE', currency='USD', localSymbol='T', tradingClass='T'), position=-100.0, marketPrice=34.7060013, marketValue=-3470.6, averageCost=33.499188, unrealizedPNL=-120.68, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,751 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=350436637, symbol='COF', lastTradeDateOrContractMonth='20190920', strike=70.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='COF   190920P00070000', tradingClass='COF'), position=-1.0, marketPrice=0.19154865, marketValue=-19.15, averageCost=27.3245, unrealizedPNL=8.17, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,756 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818594, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=360.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018C00360000', tradingClass='ADBE'), position=-1.0, marketPrice=0.11086025, marketValue=-11.09, averageCost=10.8549, unrealizedPNL=-0.23, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,756 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818642, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=215.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018P00215000', tradingClass='ADBE'), position=-1.0, marketPrice=1.0372485, marketValue=-103.72, averageCost=64.2038, unrealizedPNL=-39.52, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,756 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818647, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=220.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018P00220000', tradingClass='ADBE'), position=-1.0, marketPrice=1.26496675, marketValue=-126.5, averageCost=76.2035, unrealizedPNL=-50.29, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,757 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818648, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=225.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018P00225000', tradingClass='ADBE'), position=-1.0, marketPrice=1.5822706, marketValue=-158.23, averageCost=92.2032, unrealizedPNL=-66.02, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,757 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353821439, symbol='AMGN', lastTradeDateOrContractMonth='20191018', strike=240.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AMGN  191018C00240000', tradingClass='AMGN'), position=-1.0, marketPrice=0.4496399, marketValue=-44.96, averageCost=9.2049, unrealizedPNL=-35.76, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,757 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353821444, symbol='AMGN', lastTradeDateOrContractMonth='20191018', strike=250.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AMGN  191018C00250000', tradingClass='AMGN'), position=-1.0, marketPrice=0.19245475, marketValue=-19.25, averageCost=9.2049, unrealizedPNL=-10.04, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,758 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353821549, symbol='AMGN', lastTradeDateOrContractMonth='20191018', strike=170.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AMGN  191018P00170000', tradingClass='AMGN'), position=-1.0, marketPrice=0.50658005, marketValue=-50.66, averageCost=75.2035, unrealizedPNL=24.55, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,758 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353844856, symbol='AXP', lastTradeDateOrContractMonth='20191018', strike=100.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AXP   191018P00100000', tradingClass='AXP'), position=-1.0, marketPrice=0.6225735, marketValue=-62.26, averageCost=46.2041, unrealizedPNL=-16.05, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,758 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353845056, symbol='AXP', lastTradeDateOrContractMonth='20191018', strike=97.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AXP   191018P00097500', tradingClass='AXP'), position=-1.0, marketPrice=0.48763735, marketValue=-48.76, averageCost=38.2043, unrealizedPNL=-10.56, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353854770, symbol='BLK', lastTradeDateOrContractMonth='20191018', strike=520.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BLK   191018C00520000', tradingClass='BLK'), position=-1.0, marketPrice=0.3561203, marketValue=-35.61, averageCost=9.7549, unrealizedPNL=-25.86, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353854804, symbol='BLK', lastTradeDateOrContractMonth='20191018', strike=310.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BLK   191018P00310000', tradingClass='BLK'), position=-1.0, marketPrice=1.1876904, marketValue=-118.77, averageCost=119.7526, unrealizedPNL=0.98, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353895302, symbol='CMCSA', lastTradeDateOrContractMonth='20191018', strike=37.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='CMCSA 191018P00037500', tradingClass='CMCSA'), position=-1.0, marketPrice=0.278426, marketValue=-27.84, averageCost=31.2044, unrealizedPNL=3.36, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354064589, symbol='MSFT', lastTradeDateOrContractMonth='20191018', strike=120.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MSFT  191018P00120000', tradingClass='MSFT'), position=-1.0, marketPrice=1.41609215, marketValue=-141.61, averageCost=81.3834, unrealizedPNL=-60.23, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354094079, symbol='MRK', lastTradeDateOrContractMonth='20191018', strike=72.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MRK   191018P00072500', tradingClass='MRK'), position=-1.0, marketPrice=0.36355, marketValue=-36.35, averageCost=35.2044, unrealizedPNL=-1.15, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354112063, symbol='PG', lastTradeDateOrContractMonth='20191018', strike=135.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PG    191018C00135000', tradingClass='PG'), position=-1.0, marketPrice=0.11020945, marketValue=-11.02, averageCost=9.2049, unrealizedPNL=-1.82, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354120753, symbol='QCOM', lastTradeDateOrContractMonth='20191018', strike=55.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='QCOM  191018P00055000', tradingClass='QCOM'), position=-1.0, marketPrice=0.2380664, marketValue=-23.81, averageCost=22.2046, unrealizedPNL=-1.6, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354125647, symbol='PYPL', lastTradeDateOrContractMonth='20191018', strike=130.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PYPL  191018C00130000', tradingClass='PYPL'), position=-1.0, marketPrice=0.15189915, marketValue=-15.19, averageCost=9.2049, unrealizedPNL=-5.99, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354125939, symbol='PYPL', lastTradeDateOrContractMonth='20191018', strike=90.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PYPL  191018P00090000', tradingClass='PYPL'), position=-1.0, marketPrice=0.813317, marketValue=-81.33, averageCost=57.2039, unrealizedPNL=-24.13, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354142409, symbol='PEP', lastTradeDateOrContractMonth='20191018', strike=150.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PEP   191018C00150000', tradingClass='PEP'), position=-1.0, marketPrice=0.1979863, marketValue=-19.8, averageCost=9.2049, unrealizedPNL=-10.59, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354190627, symbol='T', lastTradeDateOrContractMonth='20191018', strike=30.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='T     191018P00030000', tradingClass='T'), position=-1.0, marketPrice=0.16215735, marketValue=-16.22, averageCost=11.4048, unrealizedPNL=-4.81, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354190647, symbol='T', lastTradeDateOrContractMonth='20191018', strike=31.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='T     191018P00031000', tradingClass='T'), position=-1.0, marketPrice=0.2455798, marketValue=-24.56, averageCost=17.4047, unrealizedPNL=-7.15, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354214415, symbol='TXN', lastTradeDateOrContractMonth='20191018', strike=145.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='TXN   191018C00145000', tradingClass='TXN'), position=-1.0, marketPrice=0.12079055, marketValue=-12.08, averageCost=9.2049, unrealizedPNL=-2.87, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356984551, symbol='ABT', lastTradeDateOrContractMonth='20190920', strike=75.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ABT   190920P00075000', tradingClass='ABT'), position=-1.0, marketPrice=0.31180315, marketValue=-31.18, averageCost=30.2045, unrealizedPNL=-0.98, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356985531, symbol='ADBE', lastTradeDateOrContractMonth='20190920', strike=235.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  190920P00235000', tradingClass='ADBE'), position=-1.0, marketPrice=0.9764271, marketValue=-97.64, averageCost=57.323, unrealizedPNL=-40.32, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356985534, symbol='ADBE', lastTradeDateOrContractMonth='20190920', strike=240.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  190920P00240000', tradingClass='ADBE'), position=-1.0, marketPrice=1.3048117, marketValue=-130.48, averageCost=65.3228, unrealizedPNL=-65.16, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356994000, symbol='BA', lastTradeDateOrContractMonth='20190920', strike=265.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190920P00265000', tradingClass='BA'), position=-1.0, marketPrice=0.1238977, marketValue=-12.39, averageCost=9.2049, unrealizedPNL=-3.18, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356994019, symbol='BA', lastTradeDateOrContractMonth='20190920', strike=270.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190920P00270000', tradingClass='BA'), position=-1.0, marketPrice=0.16, marketValue=-16.0, averageCost=9.2049, unrealizedPNL=-6.8, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356994034, symbol='BA', lastTradeDateOrContractMonth='20190920', strike=275.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190920P00275000', tradingClass='BA'), position=-1.0, marketPrice=0.1962793, marketValue=-19.63, averageCost=9.2049, unrealizedPNL=-10.42, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357001605, symbol='CSCO', lastTradeDateOrContractMonth='20190920', strike=45.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='CSCO  190920P00045000', tradingClass='CSCO'), position=-1.0, marketPrice=0.6565022, marketValue=-65.65, averageCost=25.3246, unrealizedPNL=-40.33, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357006291, symbol='MMM', lastTradeDateOrContractMonth='20190920', strike=125.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MMM   190920P00125000', tradingClass='MMM'), position=-1.0, marketPrice=0.14202475, marketValue=-14.2, averageCost=9.324, unrealizedPNL=-4.88, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357006300, symbol='MMM', lastTradeDateOrContractMonth='20190920', strike=130.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MMM   190920P00130000', tradingClass='MMM'), position=-1.0, marketPrice=0.2325043, marketValue=-23.25, averageCost=9.324, unrealizedPNL=-13.93, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357007924, symbol='MSFT', lastTradeDateOrContractMonth='20190920', strike=120.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MSFT  190920P00120000', tradingClass='MSFT'), position=-1.0, marketPrice=0.6022957, marketValue=-60.23, averageCost=35.2044, unrealizedPNL=-25.03, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=362967214, symbol='MSFT', lastTradeDateOrContractMonth='20190920', strike=155.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MSFT  190920C00155000', tradingClass='MSFT'), position=-1.0, marketPrice=0.0361129, marketValue=-3.61, averageCost=10.9049, unrealizedPNL=7.29, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397554, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=182.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00182500', tradingClass='AAPL'), position=-1.0, marketPrice=0.040895, marketValue=-4.09, averageCost=17.2047, unrealizedPNL=13.12, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,764 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397560, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=185.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00185000', tradingClass='AAPL'), position=-1.0, marketPrice=0.06557245, marketValue=-6.56, averageCost=19.2047, unrealizedPNL=12.65, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,764 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397575, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=187.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00187500', tradingClass='AAPL'), position=-1.0, marketPrice=0.0949873, marketValue=-9.5, averageCost=19.9147, unrealizedPNL=10.42, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,764 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397581, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=190.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00190000', tradingClass='AAPL'), position=-1.0, marketPrice=0.14718365, marketValue=-14.72, averageCost=25.4745, unrealizedPNL=10.76, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,764 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397587, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=192.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00192500', tradingClass='AAPL'), position=-1.0, marketPrice=0.22699135, marketValue=-22.7, averageCost=32.9144, unrealizedPNL=10.22, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397600, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=195.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00195000', tradingClass='AAPL'), position=-1.0, marketPrice=0.34565965, marketValue=-34.57, averageCost=43.9142, unrealizedPNL=9.35, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374398024, symbol='ACN', lastTradeDateOrContractMonth='20190830', strike=167.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ACN   190830P00167500', tradingClass='ACN'), position=-1.0, marketPrice=0.0009681, marketValue=-0.1, averageCost=9.7549, unrealizedPNL=9.66, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374398038, symbol='ACN', lastTradeDateOrContractMonth='20190830', strike=170.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ACN   190830P00170000', tradingClass='ACN'), position=-1.0, marketPrice=0.0028522, marketValue=-0.29, averageCost=9.7549, unrealizedPNL=9.47, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374398053, symbol='ACN', lastTradeDateOrContractMonth='20190830', strike=172.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ACN   190830P00172500', tradingClass='ACN'), position=-1.0, marketPrice=0.00827805, marketValue=-0.83, averageCost=9.7549, unrealizedPNL=8.93, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,766 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374413034, symbol='BA', lastTradeDateOrContractMonth='20190830', strike=395.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190830C00395000', tradingClass='BA'), position=-1.0, marketPrice=0.0184079, marketValue=-1.84, averageCost=9.2049, unrealizedPNL=7.36, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,766 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374413044, symbol='BA', lastTradeDateOrContractMonth='20190830', strike=400.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190830C00400000', tradingClass='BA'), position=-1.0, marketPrice=0.01627265, marketValue=-1.63, averageCost=9.2049, unrealizedPNL=7.58, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,766 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374418023, symbol='CMCSA', lastTradeDateOrContractMonth='20190830', strike=40.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='CMCSA 190830P00040500', tradingClass='CMCSA'), position=-1.0, marketPrice=0.0105644, marketValue=-1.06, averageCost=13.2048, unrealizedPNL=12.15, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,766 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374425996, symbol='COST', lastTradeDateOrContractMonth='20190830', strike=290.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='COST  190830C00290000', tradingClass='COST'), position=-1.0, marketPrice=10.4002247, marketValue=-1040.02, averageCost=9.2049, unrealizedPNL=-1030.82, realizedPNL=0.0, account='U8898867')
